timestamp_iso,task_id,task_name,target,fell_back,actual_ms,result_bytes,error,rule,battery_percent,is_charging,network_type,network_score,rtt_ms,bandwidth_mbps,cpu_percent,is_stable,est_local_ms,est_remote_ms,est_local_energy_mj,est_remote_energy_mj,speedup,executed_at,server_exec_ms,measured_power_mw,measured_energy_mj,input_size_bytes,debug_overrides,reasoning
2026-08-16T16:10:06.484,img-gray-1786871406127,image-grayscale,EDGE,false,352,28441,,BALANCED_COST,99,true,WIFI,0.809,32.4,43.1,10.2,true,334.2,156.9,267.4,14.4,2.130,edge,52.6,3492.7,1229.4,24286,,"balanced cost: local=300,8 (lat 167,1 + eng 133,7), remote=85,7 (lat 78,5 + eng 7,2), margin 5% (speedup 2,1x) → EDGE"
2026-08-16T16:10:09.767,img-gray-1786871409501,image-grayscale,EDGE,false,256,28441,,BALANCED_COST,99,true,WIFI,0.809,32.4,43.1,2.7,true,308.5,156.9,246.8,14.4,1.966,edge,32.4,3421.4,875.9,24286,,"balanced cost: local=277,6 (lat 154,2 + eng 123,4), remote=85,7 (lat 78,5 + eng 7,2), margin 5% (speedup 2,0x) → EDGE"
2026-08-16T16:10:13.148,img-gray-1786871412785,image-grayscale,EDGE,false,353,28441,,BALANCED_COST,99,true,WIFI,0.809,39.8,43.1,4.6,true,314.5,164.3,251.6,14.8,1.914,edge,14.0,3452.6,1218.8,24286,,"balanced cost: local=283,0 (lat 157,2 + eng 125,8), remote=89,6 (lat 82,2 + eng 7,4), margin 5% (speedup 1,9x) → EDGE"
2026-08-16T16:10:18.570,matrix-1786871418137,matrix-multiply,EDGE,false,429,4096,,HEAVY_COMPUTE_GOOD_BANDWIDTH,99,true,WIFI,0.809,39.8,43.1,2.9,true,2059.8,670.6,1647.8,34.6,3.072,edge,12.7,3559.5,1527.0,4096,,"HEAVY task + network score 0,81 >= 0,60: offload to EDGE (speedup 3,1x)"
2026-08-16T16:10:22.065,matrix-1786871421574,matrix-multiply,EDGE,false,480,4096,,HEAVY_COMPUTE_GOOD_BANDWIDTH,99,true,WIFI,0.805,82.4,43.1,2.6,true,2054.1,713.2,1643.2,36.8,2.880,edge,0.5,3537.3,1697.9,4096,,"HEAVY task + network score 0,80 >= 0,60: offload to EDGE (speedup 2,9x)"
2026-08-16T16:10:25.544,matrix-1786871425069,matrix-multiply,EDGE,false,466,4096,,HEAVY_COMPUTE_GOOD_BANDWIDTH,99,true,WIFI,0.809,57.2,43.1,3.6,true,2074.6,688.0,1659.7,35.5,3.015,edge,0.5,3421.4,1594.4,4096,,"HEAVY task + network score 0,81 >= 0,60: offload to EDGE (speedup 3,0x)"
2026-08-16T16:10:28.909,matrix-1786871428548,matrix-multiply,EDGE,false,352,4096,,HEAVY_COMPUTE_GOOD_BANDWIDTH,99,true,WIFI,0.809,57.2,43.1,10.4,true,2232.6,688.0,1786.0,35.5,3.245,edge,0.8,3483.8,1226.3,4096,,"HEAVY task + network score 0,81 >= 0,60: offload to EDGE (speedup 3,2x)"
2026-08-16T16:10:32.293,matrix-1786871431914,matrix-multiply,EDGE,false,367,4096,,HEAVY_COMPUTE_GOOD_BANDWIDTH,99,true,WIFI,0.687,143.6,43.1,2.6,true,2053.6,774.4,1642.9,39.8,2.652,edge,0.6,3519.4,1291.6,4096,,"HEAVY task + network score 0,69 >= 0,60: offload to EDGE (speedup 2,7x)"
2026-08-16T16:10:35.769,matrix-1786871435298,matrix-multiply,EDGE,false,465,4096,,HEAVY_COMPUTE_GOOD_BANDWIDTH,99,true,WIFI,0.687,143.6,43.1,3.6,true,2075.0,774.4,1660.0,39.8,2.680,edge,0.6,3419.2,1589.9,4096,,"HEAVY task + network score 0,69 >= 0,60: offload to EDGE (speedup 2,7x)"
2026-08-16T16:10:39.271,matrix-1786871438773,matrix-multiply,EDGE,false,486,4096,,HEAVY_COMPUTE_GOOD_BANDWIDTH,99,true,WIFI,0.677,148.5,43.1,2.5,true,2051.6,779.3,1641.3,40.1,2.633,edge,1.0,3310.1,1608.7,4096,,"HEAVY task + network score 0,68 >= 0,60: offload to EDGE (speedup 2,6x)"
2026-08-16T16:10:42.739,matrix-1786871442275,matrix-multiply,EDGE,false,450,4096,,HEAVY_COMPUTE_GOOD_BANDWIDTH,99,true,WIFI,0.677,148.5,43.1,1.9,true,2039.6,779.3,1631.7,40.1,2.617,edge,2.8,3287.8,1479.5,4096,,"HEAVY task + network score 0,68 >= 0,60: offload to EDGE (speedup 2,6x)"
2026-08-16T16:10:59.111,video-1786871448669,video-frame-edges,EDGE,true,10437,440657,timeout after 10000ms,HEAVY_COMPUTE_GOOD_BANDWIDTH,99,true,WIFI,0.731,120.4,43.1,14.2,true,2331.3,1279.1,1865.1,830.6,1.823,local,,3381.3,35291.1,2848208,,"HEAVY task + network score 0,73 >= 0,60: offload to EDGE (speedup 1,8x)"
2026-08-16T16:11:13.508,video-1786871465132,video-frame-edges,EDGE,false,8373,1567371,,HEAVY_COMPUTE_GOOD_BANDWIDTH,99,true,WIFI,0.809,32.8,43.1,2.9,true,2058.8,1191.5,1647.0,826.2,1.728,edge,6521.0,3276.7,27435.4,2848208,,"HEAVY task + network score 0,81 >= 0,60: offload to EDGE (speedup 1,7x)"
2026-08-16T16:11:27.569,video-1786871479528,video-frame-edges,EDGE,false,8038,1567371,,HEAVY_COMPUTE_GOOD_BANDWIDTH,100,true,WIFI,0.809,23.9,43.1,4.6,true,2095.8,1182.6,1676.6,825.8,1.772,edge,9704.3,3160.6,25405.1,2848208,,"HEAVY task + network score 0,81 >= 0,60: offload to EDGE (speedup 1,8x)"
2026-08-16T16:11:40.832,video-1786871493587,video-frame-edges,EDGE,false,7241,1567371,,HEAVY_COMPUTE_GOOD_BANDWIDTH,100,true,WIFI,0.809,42.5,43.1,3.0,true,2061.4,1201.2,1649.1,826.7,1.716,edge,5578.3,3200.8,23176.8,2848208,,"HEAVY task + network score 0,81 >= 0,60: offload to EDGE (speedup 1,7x)"
2026-08-16T16:11:54.951,video-1786871506847,video-frame-edges,EDGE,false,8097,1567371,,HEAVY_COMPUTE_GOOD_BANDWIDTH,100,true,WIFI,0.809,36.5,43.1,33.3,true,2998.1,1195.2,2398.5,826.4,2.508,edge,6295.6,3187.4,25808.3,2848208,,"HEAVY task + network score 0,81 >= 0,60: offload to EDGE (speedup 2,5x)"
2026-08-16T16:12:06.186,echo-1786871526167,echo,LOCAL,false,17,11,,COMPUTE_FLOOR_NOT_MET,28,false,WIFI,0.809,27.9,43.1,34.0,true,75.8,72.9,60.6,50.0,1.040,local,,3092.9,52.6,11,remote_energy_mj=50.0,"compute speedup 1,04x < floor 1,50x (local 76ms vs remote 45ms) — network overhead not worth paying"
2026-08-16T16:12:07.884,video-1786871520970,video-frame-edges,EDGE,false,6911,1567371,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,69.5,43.1,6.6,true,2142.3,1228.2,1713.8,50.0,1.744,edge,5415.9,3019.2,20865.8,2848208,remote_energy_mj=50.0,"low battery 28%: offload saves 1664mJ (remote 50,0mJ < local 1713,8mJ) → EDGE"
2026-08-16T16:12:09.240,echo-1786871529191,echo,LOCAL,false,42,11,,COMPUTE_FLOOR_NOT_MET,28,false,WIFI,0.809,34.1,43.1,4.4,true,52.3,79.1,41.9,50.0,0.662,local,,3034.8,127.5,11,remote_energy_mj=50.0,"compute speedup 0,66x < floor 1,50x (local 52ms vs remote 45ms) — network overhead not worth paying"
2026-08-16T16:12:12.291,echo-1786871532243,echo,LOCAL,false,40,11,,COMPUTE_FLOOR_NOT_MET,28,false,WIFI,0.809,34.1,43.1,2.6,true,51.4,79.1,41.1,50.0,0.649,local,,2967.9,118.7,11,remote_energy_mj=50.0,"compute speedup 0,65x < floor 1,50x (local 51ms vs remote 45ms) — network overhead not worth paying"
2026-08-16T16:12:20.966,video-1786871533905,video-frame-edges,EDGE,false,7058,1567371,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,34.1,43.1,4.2,true,2088.2,1192.8,1670.5,50.0,1.751,edge,5413.7,2963.4,20915.9,2848208,remote_energy_mj=50.0,"low battery 28%: offload saves 1621mJ (remote 50,0mJ < local 1670,5mJ) → EDGE"
2026-08-16T16:12:21.771,sha256-1786871541752,sha256,LOCAL,false,16,32,,COMPUTE_FLOOR_NOT_MET,28,false,WIFI,0.809,36.0,43.1,20.9,true,63.2,81.2,50.6,50.0,0.779,local,,2972.4,47.6,1024,remote_energy_mj=50.0,"compute speedup 0,78x < floor 1,50x (local 63ms vs remote 45ms) — network overhead not worth paying"
2026-08-16T16:12:24.824,sha256-1786871544775,sha256,LOCAL,false,43,32,,COMPUTE_FLOOR_NOT_MET,28,false,WIFI,0.809,36.0,43.1,1.9,true,51.0,81.2,40.8,50.0,0.628,local,,3025.9,130.1,1024,remote_energy_mj=50.0,"compute speedup 0,63x < floor 1,50x (local 51ms vs remote 45ms) — network overhead not worth paying"
2026-08-16T16:12:27.876,sha256-1786871547828,sha256,LOCAL,false,43,32,,COMPUTE_FLOOR_NOT_MET,28,false,WIFI,0.788,91.1,43.1,18.0,true,61.0,136.3,48.8,50.0,0.447,local,,3043.8,130.9,1024,remote_energy_mj=50.0,"compute speedup 0,45x < floor 1,50x (local 61ms vs remote 45ms) — network overhead not worth paying"
2026-08-16T16:12:30.925,sha256-1786871550880,sha256,LOCAL,false,39,32,,COMPUTE_FLOOR_NOT_MET,28,false,WIFI,0.788,91.1,43.1,1.9,true,50.9,136.3,40.8,50.0,0.374,local,,2976.8,116.1,1024,remote_energy_mj=50.0,"compute speedup 0,37x < floor 1,50x (local 51ms vs remote 45ms) — network overhead not worth paying"
2026-08-16T16:12:33.969,sha256-1786871553928,sha256,LOCAL,false,35,32,,COMPUTE_FLOOR_NOT_MET,28,false,WIFI,0.674,150.0,43.1,4.4,true,52.3,195.2,41.8,50.0,0.268,local,,2963.4,103.7,1024,remote_energy_mj=50.0,"compute speedup 0,27x < floor 1,50x (local 52ms vs remote 45ms) — network overhead not worth paying"
2026-08-16T16:12:34.506,video-1786871546987,video-frame-edges,EDGE,false,7513,1567371,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.788,91.1,43.1,57.1,true,4666.7,1249.8,3733.3,50.0,3.734,edge,16255.0,3041.5,22851.0,2848208,remote_energy_mj=50.0,"low battery 28%: offload saves 3683mJ (remote 50,0mJ < local 3733,3mJ) → EDGE"
2026-08-16T16:12:48.092,img-gray-1786871563291,image-grayscale,EDGE,false,4791,28441,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,55.8,43.1,2.6,true,308.0,180.3,246.4,50.0,1.708,cloud,3136.7,2988.0,14315.4,24286,remote_energy_mj=50.0,"low battery 28%: offload saves 196mJ (remote 50,0mJ < local 246,4mJ) → EDGE"
2026-08-16T16:12:49.249,video-1786871560528,video-frame-edges,EDGE,false,8717,1567371,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,55.8,43.1,4.0,true,2083.9,1214.5,1667.1,50.0,1.716,edge,6650.5,2865.2,24976.3,2848208,remote_energy_mj=50.0,"low battery 28%: offload saves 1617mJ (remote 50,0mJ < local 1667,1mJ) → EDGE"
2026-08-16T16:12:51.377,img-gray-1786871571109,image-grayscale,EDGE,false,258,28441,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,38.7,43.1,3.2,true,310.0,163.2,248.0,50.0,1.899,edge,7.8,2854.1,736.4,24286,remote_energy_mj=50.0,"low battery 28%: offload saves 198mJ (remote 50,0mJ < local 248,0mJ) → EDGE"
2026-08-16T16:12:54.641,img-gray-1786871574393,image-grayscale,EDGE,false,236,28441,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,27.5,43.1,4.5,true,314.2,152.1,251.4,50.0,2.067,edge,3.0,2905.4,685.7,24286,remote_energy_mj=50.0,"low battery 28%: offload saves 201mJ (remote 50,0mJ < local 251,4mJ) → EDGE"
2026-08-16T16:12:58.147,img-gray-1786871577656,image-grayscale,EDGE,false,478,28441,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,27.5,43.1,2.9,true,309.0,152.1,247.2,50.0,2.032,cloud,17.2,2878.6,1376.0,24286,remote_energy_mj=50.0,"low battery 28%: offload saves 197mJ (remote 50,0mJ < local 247,2mJ) → EDGE"
2026-08-16T16:13:01.799,img-gray-1786871581165,image-grayscale,EDGE,false,622,28441,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,27.4,43.1,3.6,true,311.1,151.9,248.9,50.0,2.049,cloud,14.9,2836.2,1764.1,24286,remote_energy_mj=50.0,"low battery 28%: offload saves 199mJ (remote 50,0mJ < local 248,9mJ) → EDGE"
2026-08-16T16:13:03.277,video-1786871575270,video-frame-edges,EDGE,false,8004,1567371,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,27.5,43.1,13.0,true,2299.3,1186.3,1839.5,50.0,1.938,edge,6115.7,2865.2,22933.4,2848208,remote_energy_mj=50.0,"low battery 28%: offload saves 1789mJ (remote 50,0mJ < local 1839,5mJ) → EDGE"
2026-08-16T16:13:05.057,matrix-1786871584841,matrix-multiply,EDGE,false,203,4096,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,61.3,43.1,3.2,true,2066.4,692.1,1653.1,50.0,2.986,edge,5.4,2784.9,565.3,4096,remote_energy_mj=50.0,"low battery 28%: offload saves 1603mJ (remote 50,0mJ < local 1653,1mJ) → EDGE"
2026-08-16T16:13:08.450,matrix-1786871588062,matrix-multiply,EDGE,false,379,4096,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,61.3,43.1,16.8,true,2403.8,692.1,1923.1,50.0,3.473,edge,0.6,2733.6,1036.0,4096,remote_energy_mj=50.0,"low battery 28%: offload saves 1873mJ (remote 50,0mJ < local 1923,1mJ) → EDGE"
2026-08-16T16:13:11.828,matrix-1786871591455,matrix-multiply,EDGE,false,363,4096,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,40.0,43.1,2.6,true,2054.3,670.8,1643.5,50.0,3.063,edge,0.6,2695.7,978.5,4096,remote_energy_mj=50.0,"low battery 28%: offload saves 1593mJ (remote 50,0mJ < local 1643,5mJ) → EDGE"
2026-08-16T16:13:28.410,video-1786871600407,video-frame-edges,EDGE,false,8001,1567371,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.758,106.7,43.1,23.1,true,2602.4,1265.4,2081.9,50.0,2.057,edge,5425.5,2771.5,22175.0,2848208,remote_energy_mj=50.0,"low battery 28%: offload saves 2032mJ (remote 50,0mJ < local 2081,9mJ) → EDGE"
2026-08-16T16:13:41.929,video-1786871614431,video-frame-edges,EDGE,false,7496,1567371,,LOW_BATTERY_OFFLOAD,28,false,WIFI,0.809,37.6,43.1,3.1,true,2063.2,1196.3,1650.6,50.0,1.725,edge,8814.9,2729.1,20457.5,2848208,remote_energy_mj=50.0,"low battery 28%: offload saves 1601mJ (remote 50,0mJ < local 1650,6mJ) → EDGE"
2026-08-16T16:13:48.111,video-1786871627948,video-frame-edges,LOCAL,false,161,440657,,COMPUTE_FLOOR_NOT_MET,28,false,WIFI,0.440,271.6,43.1,5.1,true,2107.4,1430.3,1686.0,50.0,1.473,local,,2860.8,460.6,2848208,remote_energy_mj=50.0,"compute speedup 1,47x < floor 1,50x (local 2107ms vs remote 630ms) — network overhead not worth paying"
2026-08-16T16:14:00.220,echo-1786871640201,echo,LOCAL,false,15,11,,COMPUTE_FLOOR_NOT_MET,25,false,WIFI,0.809,58.3,43.1,3.6,true,51.9,103.3,41.5,50.0,0.502,local,,2593.0,38.9,11,remote_energy_mj=50.0,"compute speedup 0,50x < floor 1,50x (local 52ms vs remote 45ms) — network overhead not worth paying"
